14/06/2019 19:55:7,0.007094322917708633
14/06/2019 19:55:17,0.046505899930590955
14/06/2019 19:55:25,1.9801220074035906
14/06/2019 19:55:34,2.5148404578727603e-22
14/06/2019 19:55:42,3.212157063026009e-22
14/06/2019 19:55:50,2.858966343259132e-22
14/06/2019 19:55:59,3.0434100186282413e-22
14/06/2019 19:56:7,2.507340061637108e-22
14/06/2019 19:59:33,2.5122478798122666e+17
14/06/2019 19:59:43,4.119306900589124e+18
14/06/2019 19:59:52,0.058569246034253536
14/06/2019 20:02:17,0.040711667687962604
14/06/2019 20:02:26,0.00397363528729298
14/06/2019 20:02:34,0.006367750918147074
14/06/2019 20:02:43,0.004386643821095462
14/06/2019 20:02:52,0.0062098819367754484
14/06/2019 20:03:1,0.005522028780999246
14/06/2019 20:03:11,0.004146276511541123
14/06/2019 20:03:20,0.004667552147479273
14/06/2019 20:07:45,0.00417926366411344
14/06/2019 20:07:54,0.042092318643813256
14/06/2019 20:08:2,0.004940426577829284
14/06/2019 20:08:12,0.0047112260669608195
14/06/2019 20:08:20,0.0038175573145041272
14/06/2019 20:08:29,0.005689773278288097
14/06/2019 20:08:38,0.005285641477887416
14/06/2019 20:08:46,1.028228456069256e+17
14/06/2019 20:08:55,5.726513774398356e+17
14/06/2019 20:09:4,2.174418674373367e+17
14/06/2019 20:09:13,2.3461295236724726e+17
14/06/2019 20:09:22,4.4460006346791917e+17
14/06/2019 20:28:41,0.004567067624095152
14/06/2019 20:28:50,0.007344910641779517
14/06/2019 20:28:58,0.003864251654031825
14/06/2019 20:29:7,0.00479819055203161
14/06/2019 20:29:15,1.4955890608775251e-06
14/06/2019 20:29:24,0.007455107552751921
14/06/2019 20:29:32,0.014655992321636982
14/06/2019 20:29:41,0.00198113805799188
